Renewable,Type of Source,Year,اشتراک,امور,اشتراک برق,Basin,Shahrestan,Section,id,MA_XUTM,MA_YUTM,عمق چاه,دبي,ساعت کارکرد,اضافه کسربرداشت,تخليه مترمکعب,نوع چاه,Type of use,نيرو محرکه,وضعيت چاه,Value,کنتور هوشمند
تجدید پذیر,زیرزمینی,1402-03,516702,آب مشهد,134251,مشهد - چناران,مشهد,4,3246,735565,4021630,140,10,5760,301443,207360,عميق,شرب,برقي,مجاز,0.508803,ندارد
تجدید پذیر,زیرزمینی,1402-03,516708,آب مشهد,804747,مشهد - چناران,مشهد,4,3247,718710,4064599,130,2,5475,0,39420,عميق,شرب,برقي,مجاز,0.03942,ندارد
تجدید پذیر,زیرزمینی,1402-03,516712,آب مشهد,0,مشهد - چناران,مشهد,4,3248,718458,4040757,160,2,5475,0,39420,عميق,شرب,ديزلي,مجاز,0.03942,ندارد
تجدید پذیر,زیرزمینی,1402-03,516715,آب مشهد,541616,مشهد - چناران,مشهد,4,3249,731887,4047713,130,1,5475,-7398,19710,عميق,شرب,برقي,مجاز,0.012312,ندارد
تجدید پذیر,زیرزمینی,1402-03,516716,آب مشهد,0,مشهد - چناران,مشهد,4,3250,720951,4043733,135,3,5475,-57121,59130,عميق,شرب,ديزلي,مجاز,0.002009,ندارد
تجدید پذیر,زیرزمینی,1402-03,516718,آب مشهد,476503,مشهد - چناران,مشهد,4,3251,737053,4030193,120,3,5475,0,59130,عميق,شرب,برقي,مجاز,0.05913,ندارد
تجدید پذیر,زیرزمینی,1402-03,516739,آب مشهد,820250,مشهد - چناران,مشهد,4,3252,732376,4063501,40,3,5475,0,59130,نيمه عميق,شرب,برقي,مجاز,0.05913,ندارد
تجدید پذیر,زیرزمینی,1402-03,516742,آب مشهد,0,مشهد - چناران,مشهد,4,3253,737228,4049319,10,4,5475,0,78840,نيمه عميق,شرب,ديزلي,مجاز,0.07884,ندارد
تجدید پذیر,زیرزمینی,1402-03,516748,آب مشهد,690860,مشهد - چناران,مشهد,4,3254,746458,4015911,220,8,5475,0,157680,عميق,شرب,برقي,مجاز,0.15768,ندارد
تجدید پذیر,زیرزمینی,1402-03,543691,آب مشهد,0,مشهد - چناران,مشهد,4,3255,704671,4049082,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543465,آب مشهد,0,مشهد - چناران,مشهد,4,3256,727889,4046290,230,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543466,آب مشهد,0,مشهد - چناران,مشهد,4,3257,727235,4046736,230,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543692,آب مشهد,0,مشهد - چناران,مشهد,4,3258,707248,4046745,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543693,آب مشهد,0,مشهد - چناران,مشهد,4,3259,706426,4048241,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543694,آب مشهد,0,مشهد - چناران,مشهد,4,3260,714473,4041477,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543695,آب مشهد,0,مشهد - چناران,مشهد,4,3261,708832,4041409,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543696,آب مشهد,0,مشهد - چناران,مشهد,4,3262,708949,4046878,230,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543697,آب مشهد,0,مشهد - چناران,مشهد,4,3263,709050,4044765,250,0.1,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543704,آب مشهد,0,مشهد - چناران,مشهد,4,3264,745176,4015762,230,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,528023,آب مشهد,0,مشهد - چناران,قوچان,4,3265,640386,4096534,65,4,4000,0,57600,عميق,كشاورزي,ديزلي,غيرمجاز,0.0576,ندارد
تجدید پذیر,زیرزمینی,1402-03,528025,آب مشهد,0,مشهد - چناران,قوچان,4,3266,642950,4093977,94,9,4000,0,129600,عميق,كشاورزي,ديزلي,غيرمجاز,0.1296,ندارد
تجدید پذیر,زیرزمینی,1402-03,528070,آب مشهد,0,مشهد - چناران,قوچان,4,3267,639140,4086340,200,5,5475,0,98550,عميق,شرب,ديزلي,مجاز,0.09855,ندارد
تجدید پذیر,زیرزمینی,1402-03,514310,آب مشهد,505549,مشهد - چناران,قوچان,4,3268,660523,4076956,160,1,5475,31271,19710,عميق,شرب,برقي,مجاز,0.050981,ندارد
تجدید پذیر,زیرزمینی,1402-03,515121,آب مشهد,505968,مشهد - چناران,قوچان,4,3269,642945,4096285,130,6,5475,-87109,118260,عميق,شرب,برقي,مجاز,0.031151,ندارد
تجدید پذیر,زیرزمینی,1402-03,515141,آب مشهد,504863,مشهد - چناران,قوچان,4,3270,654480,4085787,70,3,5475,-12305,59130,عميق,شرب,برقي,مجاز,0.046825,ندارد
تجدید پذیر,زیرزمینی,1402-03,515154,آب مشهد,506046,مشهد - چناران,قوچان,4,3271,664135,4075499,150,5,5475,-11404,98550,عميق,شرب,برقي,مجاز,0.087146,ندارد
تجدید پذیر,زیرزمینی,1402-03,515162,آب مشهد,505957,مشهد - چناران,قوچان,4,3272,666597,4073375,160,8,5475,-119489,157680,عميق,شرب,برقي,مجاز,0.038191,ندارد
تجدید پذیر,زیرزمینی,1402-03,516299,آب مشهد,50225,مشهد - چناران,قوچان,4,3273,638594,4089910,210,8,5475,-87064,157680,عميق,شرب,برقي,مجاز,0.070616,ندارد
تجدید پذیر,زیرزمینی,1402-03,516755,آب مشهد,523122,مشهد - چناران,قوچان,4,3274,647262,4080428,11,1,5475,-10083,19710,نيمه عميق,شرب,برقي,مجاز,0.009627,ندارد
تجدید پذیر,زیرزمینی,1402-03,516927,آب مشهد,522734,مشهد - چناران,قوچان,4,3275,640327,4074119,15,5,5475,-79601,98550,نيمه عميق,شرب,برقي,مجاز,0.018949,ندارد
تجدید پذیر,زیرزمینی,1402-03,517003,آب مشهد,522902,مشهد - چناران,قوچان,4,3276,638203,4095404,230,4,5475,0,78840,عميق,شرب,برقي,مجاز,0.07884,ندارد
تجدید پذیر,زیرزمینی,1402-03,517113,آب مشهد,506002,مشهد - چناران,قوچان,4,3277,650164,4092450,120,8,5475,1276,157680,عميق,شرب,برقي,مجاز,0.158956,ندارد
تجدید پذیر,زیرزمینی,1402-03,517371,آب مشهد,521129,مشهد - چناران,قوچان,4,3278,651464,4078389,60,6,5475,0,118260,عميق,شرب,برقي,مجاز,0.11826,ندارد
تجدید پذیر,زیرزمینی,1402-03,517372,آب مشهد,0,مشهد - چناران,قوچان,4,3279,652479,4086315,80,3,5475,-31755,59130,عميق,شرب,ديزلي,مجاز,0.027375,ندارد
تجدید پذیر,زیرزمینی,1402-03,517377,آب مشهد,523573,مشهد - چناران,قوچان,4,3280,664672,4074827,180,7.4,5475,-127680,145854,عميق,شرب,برقي,مجاز,0.018174,ندارد
تجدید پذیر,زیرزمینی,1402-03,517380,آب مشهد,505958,مشهد - چناران,قوچان,4,3281,656999,4083650,80,3,5475,-36558,59130,عميق,شرب,برقي,مجاز,0.022572,ندارد
تجدید پذیر,زیرزمینی,1402-03,517381,آب مشهد,505550,مشهد - چناران,قوچان,4,3282,643440,4095707,150,2,5475,-16902,39420,عميق,شرب,برقي,مجاز,0.022518,ندارد
تجدید پذیر,زیرزمینی,1402-03,518021,آب مشهد,529814,مشهد - چناران,قوچان,4,3283,631309,4094654,20,2,5475,-6769,39420,نيمه عميق,شرب,برقي,مجاز,0.032651,ندارد
تجدید پذیر,زیرزمینی,1402-03,518388,آب مشهد,514459,مشهد - چناران,قوچان,4,3284,651845,4091873,55,2,5475,-12027,39420,عميق,شرب,برقي,مجاز,0.027393,ندارد
تجدید پذیر,زیرزمینی,1402-03,519255,آب مشهد,523121,مشهد - چناران,قوچان,4,3285,643174,4075782,110,3,5475,-29042,59130,عميق,شرب,برقي,مجاز,0.030088,ندارد
تجدید پذیر,زیرزمینی,1402-03,519805,آب مشهد,50039,مشهد - چناران,قوچان,4,3286,638996,4093806,170,5,5475,-42809,98550,عميق,شرب,برقي,مجاز,0.055741,ندارد
تجدید پذیر,زیرزمینی,1402-03,520284,آب مشهد,527517,مشهد - چناران,قوچان,4,3287,646554,4098110,70,5,5475,-66858,98550,عميق,شرب,برقي,مجاز,0.031692,ندارد
تجدید پذیر,زیرزمینی,1402-03,524780,آب مشهد,506349,مشهد - چناران,قوچان,4,3288,643665,4101174,160,7,5475,0,137970,عميق,شرب,برقي,مجاز,0.13797,ندارد
تجدید پذیر,زیرزمینی,1402-03,514497,آب مشهد,16030,مشهد - چناران,قوچان,4,3289,667988,4074288,120,41.9,4256,219678.17,641975,عميق,كشاورزي,برقي,مجاز,0.86165317,دارد
تجدید پذیر,زیرزمینی,1402-03,528050,آب مشهد,60322,مشهد - چناران,قوچان,4,3290,658504,4075596,170,0.5,5475,0,9855,عميق,شرب,برقي,مجاز,0.009855,ندارد
تجدید پذیر,زیرزمینی,1402-03,519270,آب مشهد,0,مشهد - چناران,قوچان,4,3291,646935,4097337,30,0.29,5110,-0.16,5335,نيمه عميق,شرب,ديزلي,مجاز,0.00533484,ندارد
تجدید پذیر,زیرزمینی,1402-03,518186,آب مشهد,14667,مشهد - چناران,قوچان,4,3292,662955,4076641,121,0.5,5110,0,9198,عميق,دام و طيور,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,518347,آب مشهد,20048,مشهد - چناران,قوچان,4,3293,647308,4090716,36,0.1,5110,7358,1840,نيمه عميق,دام و طيور,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,518512,آب مشهد,0,مشهد - چناران,قوچان,4,3294,646338,4092409,40,0.5,5110,0,9198,نيمه عميق,صنعتي,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,543705,آب مشهد,0,مشهد - چناران,مشهد,4,3295,710445,4046351,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543709,آب مشهد,0,مشهد - چناران,مشهد,4,3296,710578,4041461,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543742,آب مشهد,0,مشهد - چناران,مشهد,4,3297,744230,4017074,230,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543743,آب مشهد,0,مشهد - چناران,مشهد,4,3298,744296,4016498,230,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543750,آب مشهد,0,مشهد - چناران,مشهد,4,3299,747299,4014141,250,0.1,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543751,آب مشهد,0,مشهد - چناران,مشهد,4,3300,745955,4014906,250,0.1,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543752,آب مشهد,0,مشهد - چناران,مشهد,4,3301,746837,4014566,250,0.1,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543753,آب مشهد,0,مشهد - چناران,مشهد,4,3302,747452,4013643,250,0.1,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,543938,آب مشهد,0,مشهد - چناران,مشهد,4,3303,742410,4021475,250,0,0,0,0,عميق,شرب,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,515907,آب مشهد,260217,مشهد - چناران,مشهد,4,3304,742066,4014720,130,66,4256,81832.84,1011226,عميق,كشاورزي,برقي,مجاز,1.09305884,دارد
تجدید پذیر,زیرزمینی,1402-03,516749,آب مشهد,548015,مشهد - چناران,مشهد,4,3305,717648,4055298,150,3,5475,0,59130,عميق,شرب,برقي,مجاز,0.05913,ندارد
تجدید پذیر,زیرزمینی,1402-03,516750,آب مشهد,493002,مشهد - چناران,مشهد,4,3306,730012,4042638,100,3,5475,0,59130,عميق,شرب,برقي,مجاز,0.05913,ندارد
تجدید پذیر,زیرزمینی,1402-03,516751,آب مشهد,0,مشهد - چناران,مشهد,4,3307,715873,4040319,190,2,5475,-30492,39420,عميق,شرب,ديزلي,مجاز,0.008928,ندارد
تجدید پذیر,زیرزمینی,1402-03,516752,آب مشهد,270534,مشهد - چناران,مشهد,4,3308,735488,4009632,8,1.7,5760,171690,35251,نيمه عميق,شرب,برقي,مجاز,0.206941,ندارد
تجدید پذیر,زیرزمینی,1402-03,516753,آب مشهد,998260,مشهد - چناران,مشهد,4,3309,735747,4011159,156,5,5760,0,103680,عميق,شرب,برقي,مجاز,0.10368,ندارد
تجدید پذیر,زیرزمینی,1402-03,516757,آب مشهد,279850,مشهد - چناران,مشهد,4,3310,735461,4004792,5,4,5475,-52208,78840,نيمه عميق,شرب,برقي,مجاز,0.026632,ندارد
تجدید پذیر,زیرزمینی,1402-03,516758,آب مشهد,392999,مشهد - چناران,مشهد,4,3311,723702,4048161,240,6,5475,-99976,118260,عميق,شرب,برقي,مجاز,0.018284,ندارد
تجدید پذیر,زیرزمینی,1402-03,516777,آب مشهد,500324,مشهد - چناران,مشهد,4,3312,719925,4035446,250,30,5760,-190594,622080,عميق,شرب,برقي,مجاز,0.431486,ندارد
تجدید پذیر,زیرزمینی,1402-03,516778,آب مشهد,364981,مشهد - چناران,مشهد,4,3313,723000,4027750,210,26,5760,-45268,539136,عميق,شرب,برقي,مجاز,0.493868,ندارد
تجدید پذیر,زیرزمینی,1402-03,516779,آب مشهد,500876,مشهد - چناران,مشهد,4,3314,725840,4025247,250,20,5760,-366427,414720,عميق,شرب,برقي,مجاز,0.048293,ندارد
تجدید پذیر,زیرزمینی,1402-03,516780,آب مشهد,695287,مشهد - چناران,مشهد,4,3315,736875,4017001,150,30,5760,125493,622080,عميق,شرب,برقي,مجاز,0.747573,ندارد
تجدید پذیر,زیرزمینی,1402-03,516782,آب مشهد,3951036,مشهد - چناران,مشهد,4,3316,731956,4021734,246,23,5760,-384173,476928,عميق,شرب,برقي,مجاز,0.092755,ندارد
تجدید پذیر,زیرزمینی,1402-03,516783,آب مشهد,425893,مشهد - چناران,مشهد,4,3317,720717,4034191,230,25,5760,-146224,518400,عميق,شرب,برقي,مجاز,0.372176,ندارد
تجدید پذیر,زیرزمینی,1402-03,516784,آب مشهد,364937,مشهد - چناران,مشهد,4,3318,721975,4031985,180,24,5760,-262826,497664,عميق,شرب,برقي,مجاز,0.234838,ندارد
تجدید پذیر,زیرزمینی,1402-03,516787,آب مشهد,364981,مشهد - چناران,مشهد,4,3319,723558,4027777,204,25,5760,-234435,518400,عميق,شرب,برقي,مجاز,0.283965,ندارد
تجدید پذیر,زیرزمینی,1402-03,516788,آب مشهد,7900030,مشهد - چناران,مشهد,4,3320,724083,4027849,190,13,5760,-241264,269568,عميق,شرب,برقي,مجاز,0.028304,ندارد
تجدید پذیر,زیرزمینی,1402-03,516790,آب مشهد,440476,مشهد - چناران,مشهد,4,3321,729242,4023035,220,21,5760,-261483,435456,عميق,شرب,برقي,مجاز,0.173973,ندارد
تجدید پذیر,زیرزمینی,1402-03,516791,آب مشهد,949667,مشهد - چناران,مشهد,4,3322,722209,4031021,250,30,5760,-421060,622080,عميق,شرب,برقي,مجاز,0.20102,ندارد
تجدید پذیر,زیرزمینی,1402-03,516792,آب مشهد,949665,مشهد - چناران,مشهد,4,3323,722111,4030420,250,13,5760,337005,269568,عميق,شرب,برقي,مجاز,0.606573,ندارد
تجدید پذیر,زیرزمینی,1402-03,516793,آب مشهد,322872,مشهد - چناران,مشهد,4,3324,722859,4024537,180,16,5760,52722,331776,عميق,شرب,برقي,مجاز,0.384498,ندارد
تجدید پذیر,زیرزمینی,1402-03,516800,آب مشهد,371488,مشهد - چناران,مشهد,4,3325,726942,4026122,206,25,5760,-133785,518400,عميق,شرب,برقي,مجاز,0.384615,ندارد
تجدید پذیر,زیرزمینی,1402-03,516818,آب مشهد,443646,مشهد - چناران,مشهد,4,3326,722773,4035199,180,4,5760,90868,82944,عميق,شرب,برقي,مجاز,0.173812,ندارد
تجدید پذیر,زیرزمینی,1402-03,516833,آب مشهد,474006,مشهد - چناران,مشهد,4,3327,724882,4033922,240,7,5760,171881,145152,عميق,شرب,برقي,مجاز,0.317033,ندارد
تجدید پذیر,زیرزمینی,1402-03,516841,آب مشهد,357607,مشهد - چناران,مشهد,4,3328,724201,4026195,250,20,5760,-287631,414720,عميق,شرب,برقي,مجاز,0.127089,ندارد
تجدید پذیر,زیرزمینی,1402-03,516848,آب مشهد,341391,مشهد - چناران,مشهد,4,3329,723820,4023889,200,30,5760,-351260,622080,عميق,شرب,برقي,مجاز,0.27082,ندارد
تجدید پذیر,زیرزمینی,1402-03,516849,آب مشهد,500798,مشهد - چناران,مشهد,4,3330,724986,4024399,150,6,5760,-63422,124416,عميق,شرب,برقي,مجاز,0.060994,ندارد
تجدید پذیر,زیرزمینی,1402-03,516852,آب مشهد,500820,مشهد - چناران,مشهد,4,3331,726704,4022632,204,15,5760,-184128,311040,عميق,شرب,برقي,مجاز,0.126912,ندارد
تجدید پذیر,زیرزمینی,1402-03,516853,آب مشهد,440375,مشهد - چناران,مشهد,4,3332,734775,4022869,200,25,5760,7080,518400,عميق,شرب,برقي,مجاز,0.52548,ندارد
تجدید پذیر,زیرزمینی,1402-03,516867,آب مشهد,341439,مشهد - چناران,مشهد,4,3333,724186,4023614,127,20,5760,-328123,414720,عميق,شرب,برقي,مجاز,0.086597,ندارد
تجدید پذیر,زیرزمینی,1402-03,516868,آب مشهد,949626,مشهد - چناران,مشهد,4,3334,722974,4024958,210,6,5760,216770,124416,عميق,شرب,برقي,مجاز,0.341186,ندارد
تجدید پذیر,زیرزمینی,1402-03,516869,آب مشهد,355612,مشهد - چناران,مشهد,4,3335,724602,4024746,220,2,5760,-29550,41472,عميق,شرب,برقي,مجاز,0.011922,ندارد
تجدید پذیر,زیرزمینی,1402-03,516871,آب مشهد,552709,مشهد - چناران,مشهد,4,3336,724175,4024310,250,30,5760,-515038,622080,عميق,شرب,برقي,مجاز,0.107042,دارد
تجدید پذیر,زیرزمینی,1402-03,516882,آب مشهد,315823,مشهد - چناران,مشهد,4,3337,728079,4022077,250,16.11,5760,-192598,334057,عميق,شرب,برقي,مجاز,0.141459,ندارد
تجدید پذیر,زیرزمینی,1402-03,516886,آب مشهد,500799,مشهد - چناران,مشهد,4,3338,727360,4024392,250,25,5760,-352576,518400,عميق,شرب,برقي,مجاز,0.165824,ندارد
تجدید پذیر,زیرزمینی,1402-03,516887,آب مشهد,500800,مشهد - چناران,مشهد,4,3339,726735,4024523,127,32,5760,-346512,663552,عميق,شرب,برقي,مجاز,0.31704,ندارد
تجدید پذیر,زیرزمینی,1402-03,516888,آب مشهد,482457,مشهد - چناران,مشهد,4,3340,732081,4025011,250,18,5760,-298305,373248,عميق,شرب,برقي,مجاز,0.074943,ندارد
تجدید پذیر,زیرزمینی,1402-03,516889,آب مشهد,482479,مشهد - چناران,مشهد,4,3341,733018,4024209,180,20,5760,-136648,414720,عميق,شرب,برقي,مجاز,0.278072,ندارد
تجدید پذیر,زیرزمینی,1402-03,516891,آب مشهد,500791,مشهد - چناران,مشهد,4,3342,728449,4024004,250,20,5760,128970,414720,عميق,شرب,برقي,مجاز,0.54369,ندارد
تجدید پذیر,زیرزمینی,1402-03,516943,آب مشهد,299239,مشهد - چناران,مشهد,4,3343,746772,4000220,147,8,5475,0,157680,عميق,شرب,برقي,مجاز,0.15768,ندارد
تجدید پذیر,زیرزمینی,1402-03,516967,آب مشهد,940142,مشهد - چناران,مشهد,4,3344,725848,4028680,220,25,5760,-315339,518400,عميق,شرب,برقي,مجاز,0.203061,ندارد
تجدید پذیر,زیرزمینی,1402-03,516968,آب مشهد,940141,مشهد - چناران,مشهد,4,3345,726143,4028203,216,25,5760,-329806,518400,عميق,شرب,برقي,مجاز,0.188594,ندارد
تجدید پذیر,زیرزمینی,1402-03,514316,آب مشهد,0,مشهد - چناران,مشهد,4,3346,742758,4024287,120,28.8,4256,0.08,441262,عميق,كشاورزي,ديزلي,مجاز,0.44126208,ندارد
تجدید پذیر,زیرزمینی,1402-03,514815,آب مشهد,456392,مشهد - چناران,مشهد,4,3347,722920,4033387,150,33,4256,-97268.42,505613,عميق,كشاورزي,برقي,مجاز,0.40834458,دارد
تجدید پذیر,زیرزمینی,1402-03,516503,آب مشهد,482451,مشهد - چناران,مشهد,4,3348,731414,4033303,125,33,4256,302272.75,505613,عميق,كشاورزي,برقي,مجاز,0.80788575,دارد
تجدید پذیر,زیرزمینی,1402-03,517467,آب مشهد,425788,مشهد - چناران,مشهد,4,3349,728793,4027103,90,33,4256,-113806.56,505613,عميق,كشاورزي,برقي,مجاز,0.39180644,دارد
تجدید پذیر,زیرزمینی,1402-03,514900,آب مشهد,232257,مشهد - چناران,مشهد,4,3350,747215,4001240,150,40,4256,38503.71,612864,عميق,كشاورزي,برقي,مجاز,0.65136771,دارد
تجدید پذیر,زیرزمینی,1402-03,515600,آب مشهد,431932,مشهد - چناران,مشهد,4,3351,724728,4031069,140,29,4256,0,444326,عميق,كشاورزي,برقي,مجاز,0.444326,دارد
تجدید پذیر,زیرزمینی,1402-03,515724,آب مشهد,231850,مشهد - چناران,مشهد,4,3352,738030,4016042,150,39,4256,5166.69,597542,عميق,كشاورزي,برقي,مجاز,0.60270869,دارد
تجدید پذیر,زیرزمینی,1402-03,518218,آب مشهد,425796,مشهد - چناران,مشهد,4,3353,721606,4033306,160,30,4256,-143596.62,459648,عميق,كشاورزي,برقي,مجاز,0.31605138,ندارد
تجدید پذیر,زیرزمینی,1402-03,514173,آب مشهد,477008,مشهد - چناران,مشهد,4,3354,733010,4030535,100,33.8,4256,0,517870,عميق,كشاورزي,برقي,مجاز,0.51787,دارد
تجدید پذیر,زیرزمینی,1402-03,515004,آب مشهد,6900023,مشهد - چناران,مشهد,4,3355,755690,4015824,110,29,4256,93493.56,444326,عميق,كشاورزي,برقي,مجاز,0.53781956,دارد
تجدید پذیر,زیرزمینی,1402-03,516896,آب مشهد,0,مشهد - چناران,مشهد,4,3356,735931,4015964,120,24,5110,183960,441504,عميق,خدمات,ديزلي,مجاز,0.625464,دارد
تجدید پذیر,زیرزمینی,1402-03,516926,آب مشهد,815021,مشهد - چناران,مشهد,4,3357,731951,4038779,70,29.8,4256,224457.16,456584,عميق,كشاورزي,برقي,مجاز,0.68104116,دارد
تجدید پذیر,زیرزمینی,1402-03,518607,آب مشهد,440483,مشهد - چناران,مشهد,4,3358,730301,4026689,110,29,4256,0,444326,عميق,كشاورزي,برقي,مجاز,0.444326,دارد
تجدید پذیر,زیرزمینی,1402-03,527585,آب مشهد,0,مشهد - چناران,مشهد,4,3359,722903,4039551,35,3,3500,0,37800,نيمه عميق,دام و طيور,ديزلي,غيرمجاز,0.0378,ندارد
تجدید پذیر,زیرزمینی,1402-03,527586,آب مشهد,0,مشهد - چناران,مشهد,4,3360,722729,4039488,35,2.5,3500,0,31500,نيمه عميق,دام و طيور,ديزلي,غيرمجاز,0.0315,ندارد
تجدید پذیر,زیرزمینی,1402-03,527590,آب مشهد,0,مشهد - چناران,مشهد,4,3361,723355,4039620,50,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527595,آب مشهد,0,مشهد - چناران,مشهد,4,3362,716181,4051395,50,7,4256,0,107251,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.107251,ندارد
تجدید پذیر,زیرزمینی,1402-03,527598,آب مشهد,0,مشهد - چناران,مشهد,4,3363,723393,4040095,45,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,527672,آب مشهد,0,مشهد - چناران,مشهد,4,3364,712663,4043140,65,2,4256,0,30643,عميق,دام و طيور,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,527703,آب مشهد,0,مشهد - چناران,مشهد,4,3365,717323,4058560,85,3,4256,0,45965,عميق,كشاورزي,ديزلي,غيرمجاز,0.045965,ندارد
تجدید پذیر,زیرزمینی,1402-03,527730,آب مشهد,0,مشهد - چناران,مشهد,4,3366,727424,4001420,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527731,آب مشهد,0,مشهد - چناران,مشهد,4,3367,726685,4001859,15,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527732,آب مشهد,0,مشهد - چناران,مشهد,4,3368,728731,4002795,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527733,آب مشهد,0,مشهد - چناران,مشهد,4,3369,727666,4002266,9,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527851,آب مشهد,0,مشهد - چناران,مشهد,4,3370,720195,4056241,80,2,4256,0,30643,عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,527855,آب مشهد,0,مشهد - چناران,مشهد,4,3371,740727,4037698,70,2.5,4256,0,38304,عميق,كشاورزي,ديزلي,غيرمجاز,0.038304,ندارد
تجدید پذیر,زیرزمینی,1402-03,527863,آب مشهد,0,مشهد - چناران,مشهد,4,3372,733821,4017422,100,10,4256,0,153216,عميق,خدمات,ديزلي,غيرمجاز,0.153216,ندارد
تجدید پذیر,زیرزمینی,1402-03,527868,آب مشهد,0,مشهد - چناران,مشهد,4,3373,732515,4020355,70,4,4256,0,61286,عميق,كشاورزي,ديزلي,غيرمجاز,0.061286,ندارد
تجدید پذیر,زیرزمینی,1402-03,527885,آب مشهد,0,مشهد - چناران,مشهد,4,3374,718814,4059224,30,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.038304,ندارد
تجدید پذیر,زیرزمینی,1402-03,527889,آب مشهد,0,مشهد - چناران,مشهد,4,3375,721277,4055679,120,4,4256,0,61286,عميق,كشاورزي,ديزلي,غيرمجاز,0.061286,ندارد
تجدید پذیر,زیرزمینی,1402-03,527892,آب مشهد,0,مشهد - چناران,مشهد,4,3376,713321,4063811,70,3,4256,0,45965,عميق,كشاورزي,ديزلي,غيرمجاز,0.045965,ندارد
تجدید پذیر,زیرزمینی,1402-03,527893,آب مشهد,0,مشهد - چناران,مشهد,4,3377,722075,4034309,200,15,4256,0,229824,عميق,صنعتي,ديزلي,غيرمجاز,0.229824,ندارد
تجدید پذیر,زیرزمینی,1402-03,527902,آب مشهد,0,مشهد - چناران,مشهد,4,3378,748349,4018429,50,2,4256,0,30643,نيمه عميق,صنعتي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,527905,آب مشهد,0,مشهد - چناران,مشهد,4,3379,729691,4002555,12,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
